document_id,clean_text,sentiment
538,"I was extremely lucky to get the chance to see this film upon its first day release, before entering the cinema, my expectations were already high, after all, this was a film from the cinematic genius who brought us the likes of 'Inception' and 'The Dark Knight', to summarise the following review in a single sentence: I left the cinema in extreme awe from the visual masterpiece I had just viewed. A film that explores the psychological and emotional state of a man whose life revolves around his family, 'Interstellar' is a thrilling and thought-provoking film that boasts an intellectual story masterfully written by the Nolan brothers. Whilst there seems to have been influence from films like '2001: A Space Odyssey' and 'Apollo 13', 'Interstellar' is unique in its own way. Whilst the subject may be hard to comprehend at times, it can't be denied how visually monumental and thoughtful Christopher Nolan's epic science fiction masterpiece is, and can easily be named the best film of this year and possibly one of the greatest science fiction films to have ever graced the screen. A sheer brilliant feat of cinema.",neutral
539,"I rate this movie 11/10 to signify it's greatness. Perfection. Mind-blowing. A workout for your brain. I want to have debates about it. I want to write research papers on it. Amazingly unbelievably awesome. This is the kind of movie that opens up your mind. Lots of amazing scenes with epic music. A killer story told flawlessly. Perfect directing by the best ever. Great cast with great acting. A deep psychological aspect explored for numerous characters.The most renowned theoretical physicist who is an expert on cosmology was brought on to keep the science honest, as well as a retired astronaut who's been to space five times. One of the rare movies that is better the second, and even the third time watching. The only movie I have ever liked the most the fourth time. I keep picking up on more things and a better overall understanding. So many parts are extremely moving and powerful. It does an awesome job of making you feel what the characters are feeling.EDIT on tenth viewing: This movie destroys me every time. Numerous tears EVERY TIME. And I don't just mean at the obvious emotional parts. There are so many moments where I am in complete awe at the beauty of the filmmaking I'm experiencing, to the point of tears. The way the story all comes together and the ""epiphany moment"" is so perfect that it brings me to tears.When watching movies, I sometimes think, ""this is the best thing I've ever seen"" or ""this is the coolest thing I've ever seen."" I know it's hyperbole and I've said it many times, usually at one or maybe two scenes in a movie. During Interstellar, I feel this way for about 40% of this three hour movie. Every time I watch, it re-emphasizes that it is CLEARY my favorite movie of all-time. And that musical score alone gives me goosebumps for so much of the movie. Hans is the GOAT. Nolan is the GOAT.(10 viewings, 12/2/2016, 2/26/2020, 1/11/2022, 8/9/2023)SPOILERSI was randomly thinking about Interstellar, haven't watched it in at least 6 months. I thought about one hypothetical that intrigued me: what if the tesseract is such that it can only be placed inside an already collapsed black hole. If plan B was what ""originally"" happened and Dr. Brand survived, future people figured it out, and they want to save those they left behind on earth, they need to find a love-link between someone who goes into a black hole and someone on earth smart enough to be able to solve the gravity problem = Cooper and Murph. Doctor Brand knows this because she knows Cooper loves Murph, knows he sacrifices himself by falling into the black hole, knows Murph grows up to be her dad's understudy, so she has the future people (eventually, after her death) put the machine in the same black hole that Cooper falls into, thereby making the entire plan work. INTRIGUING. Will need to confirm on next viewing... after watching again, I like this as a viable theory, but it conflicts with another theory I had about the ""original"" mission being completed without Cooper.Lots of awesome concepts that made me think, like Murphy's Law not applying close to a black hole, human survival instincts and it encompassing your children, love being a quantifiable scientific force, the black hole and time relativity. The robots are cool and original. Really awesome visuals of things I've wondered about but never really imagined. I liked the depiction of the 5 dimensions in 3D in the daughter's room. The way everything connected is very awesome. The different planets are so interesting with ice clouds and giant tidal waves. The endings are perfect.Something I noticed that I didn't realize the first time is the reason his son became dark and a little crazy. He was still a good person, even after experiencing the death of his son, Jesse. However, once his wife convinced him to let go of the idea that his father was coming back, he gave up on everything in life and became a horrible husband, father and brother.The relationship between Coop and Murph is the best relationship I can remember in any movie I've seen. The primary underlying theme in the movie is the love between a father and his daughter being able to transcend space and time, which is the key to her getting the information she needs to save the world.From Interstellar group chat discussion:-Or the other theory I had was that originally plan B was the one that worked and a colony survived and eventually was able to do what they did and wanted to save all the people that ended up dying on earth and try to make plan A work-So she finds out that plan a was a sham. That the professor had already solved the equation years ago before she even met him. That he knew even with solving the equation that they couldn't figure out how to get the people off earth. She found out they knew they were never coming back and they were going to let everyone on earth to die. So every day since she was 10 that she has been hoping her father would come home was a lie. She should have never been hoping. Her entire 20 years that she dedicated her life to working on this was a complete waste. That should break a person. Murph is a beast.-The love between them was the only reason the world ended up being saved. It's the only reason she kept trying that hard after all those years. It's the only reason she went back to her house in her room. It's the only reason she saw the watch again. It's the only reason she figured out that the watch twitching was her dad sending the data.12/2/16: I watched interstellar again wow. I found a flaw in my theory that in the original timeline they used Plan B without Cooper, and then when they became advanced they went back to try to get Cooper so they could save the people that died on earth. The problem is, how would they have gotten past the problems with re-docking onto the spinning blown up ship after Mann backstabbed humanity. But it actually makes perfect sense because in the original timeline Cooper would not have convinced them to go to Mann's planet, Brand would have convinced them to go to Edmund's planet which was the right one. In that ""original"" timeline, love still saved humanity since it helped her choose the right planet.",positive
540,"(This is both a review of the film, and an assertion of Christopher Nolan's filmmaking style)There have been many reviewers and critics alike that have high praise for the film (the visual effects, the acting, the music), but say how it's not Christopher Nolan's best directed film. This is where i personally would have to disagree. Before i get into it, though, i'll talk about Interstellar a bit.Interstellar is truly a sci-fi epic like no other. To compare said film to '2001: A Space Odyssey' isn't just a disservice, but unnecessary. The films are almost nothing alike, simply sharing small plot elements. Also, Stanley Kubrick's vision of Arthur C. Clarke's sci-fi epic wasn't to ponder the philosophical questions that accompanied the story, but to make art, and art is was, and is. With Interstellar, Mr. Nolan set out to make his most personal and emotional film to date about love and time (time being a recurring theme throughout all of Nolan's films). But it's so much more than that too. There are no words to express the epic journey Nolan takes us on in the film, but needless to say, it's tear-jerking and emotional throughout. The acting is top-notch, especially McConaughey, who gives (I would say) his most emotional performance yet. But the actor who stole the show in a few scenes (one in particular, when they're on an alien planet) was David Gyasi as Romilly, one of the astronauts aboard the Endurance, their spacecraft. The musical score from Hans Zimmer is, without a doubt, his best and most influential work to date, helping drive the film's bold and breath-taking vision (the church organ helped significantly). The visual effects are easily the best to date as well, and of the year. To see a black hole created through visual effects in such a way, with pages theoretical equations provided by Kip Thorne (theoretical physicist, of whom's work inspired the film's genesis); what you see in the film is the most realistic depiction of a black hole, and even offered new insight to accretion discs surrounding the anomalies. But even everything else, from the alien planets to the Endurance, the visuals always look real. Then, there's the writing. I would definitely have to say this has some of the best dialogue i've ever heard in a sci-fi movie, and the script continually pours or oozes emotion, keeping the audience tethered to the film.Now, about Mr. Nolan. Don't just look at Nolan, but look at his films. Some say Inception would be his masterpiece, while others would say it's The Dark Knight, or Memento. But honestly, every single film Christopher Nolan has directed is a masterpiece not of its genre, but of Nolan. Following is his quiet masterpiece, not the film that put Mr. Nolan on the map as a phenomenal director, but one people visited or revisited after becoming accustomed to Nolan, after seeing Memento, what could be called his breakout masterpiece. Then, right after, he directed the remake of the Norwegian thriller, Insomnia. This, too, could be considered a masterpiece, even if a remake. Then, we were given his take on the Batman universe, starting with Batman Begins, the origin masterpiece. Then, there's The Prestige, adapted from the novel of the same name, which can be called his dark masterpiece. The Dark Knight, his bold masterpiece; Inception, his complex masterpiece, and The Dark Knight Rises, his flawed masterpiece. Now, we have Interstellar, his emotional or personal masterpiece.This is just my looking at Nolan and his films, but whatever your thoughts are, you can't deny Interstellar is one hell of a journey. He certainly is one of the best filmmakers of our time, and of all time. I can't wait to see what he does next, but i'm not sure it will be as emotionally powerful as Interstellar.",neutral
541,"The fate of humanity rests in the hands of a small number of NASA pilots, who travel through a work hole in search of a new home.I've only watched it for the second time, the first being when it first arrived on the big screen. My opinion hasn't altered since the viewing, it's an epic masterpiece, the story holds up remarkably well, but the acting and visuals all contribute to make this film something very special.The story is remarkably good, it's cohesive, well balanced, it makes sense.Matthew McConaughey's best film role still for me, he's awesome as the lead character, superbly supported by both Anne Hathaway and Michael Caine, it really is a well made epic.The visuals, the special effects are all tremendous, and have held up as the years have gone past, it remains one of the most incredibly beautiful visual films of all time.Epic 10/10.",positive
542,"The earth is plagued with droughts, famines and other apocalyptic disasters. Mankind must find a way to leave planet earth once and for all. An earth-like planet has been discovered in another solar system. A spaceship can travel fast through a wormhole though interstellar space but can Cooper get there and return to earth in time to see his daughter before she grows too old?The Aging of Murph vs her father Cooper the answer is relativity playing a factor in aging - how fast time runs depend on the relative position of the observer and the subject.Incredible movie - HIGHLY RECOMMENDED!10/10",neutral
543,"The film begins by establishing at his own rhythm its ambitions: men overexploited land resources, which is why the only goal they have left is to survive. This life is not enough for Cooper, brilliantly played by McConaughey who gave body and soul to this character. But all of this wouldn't hold without the total control of Christopher Nolan, based on the languishing soundtrack by Hans Zimmer, the luminous and impenetrable photography of Hoyte Van Hoytema, and the sincerity of Nolan's directing. He manages to film the characters and to find the right cut at the right time, always in harmony with Hans Zimmer's soundtrack, to give the film an aspiring and inspiring dimension that went missing for many many years. Thus we are transported into the same cockpit that Cooper, we feel the same remorse that he can already feel, we feel the same gravity, and we feel the same fear of the unknown melted with the force of his will. All of this is brilliantly illustrated in a very simple directing choice, which from my point of view is the decisive impetus of the film: to directly jump from when Cooper leaves in his truck, leaving his family behind him, to Endurance taking off. This simple editing decision allows Nolan to give an original movement to his film, and the musical crescendo makes us physically feel the sentimental break between two parts of the film.You don't necessarily have to understand it immediately : The film will raise questions in you, such as : what is it to be a human being, is there some physical limitations to our humanity, how far could we be willing to go to determine knowledge, is there other dimensions that we can not access to, and above all: what is the nature of this intact and immutable bond that unites us to others wherever we are in the universe ? Is this bond only intelligible, or is it also tangible ? All these questions resonate in harmony in Nolan's Interstellar.Interstellar is itself a crescendo, increasing sensitivity and creativity. I use the term deliberately because it goes crescendo with the soundtrack by Hans Zimmer, which is one of the most beautiful music ever scored for a sci-fi movie. We are witnessing a perfect musical arrangement, a total symbiosis, a bit like the music of Gravity which had understood very well how to match the image and the rhythm of a sequence to its own musicality. Zimmer's crescendos are giving a new powerful breath to every new scene, whether it is in visually powerful & intense moments or in more intimate moments; it intrudes into our momentary feelings and sensations, and manages to extend them, sometimes almost to choking, before resting on the balance of the film frame along with our mind spell-bounded.I have seen all the talent of the director that I knew he was outside the norm, but whom I did not know his capacity to reinvent itself. Because this is it: Interstellar is not an action movie, not really a blockbuster, and it goes not entirely but mostly again the expectations of common people. It's much more than that. This is much more than just a sci-fi movie. It is unlike any of his previous films. Some hoped to see Interstellar as Christopher Nolan's best film, and they were disappointed that this was not the case. And indeed, THIS IS NOT THE BEST FILM of Christopher Nolan. Because in a way, IT IS HIS FIRST FILM. I'm not saying that Interstellar is not as good as his other films, it goes beyond all of them. But to me Interstellar is the first film of a new stage in Nolan's filmography ; it is a masterpiece as it the beginning of a work ahead. Interstellar is the proof that Nolan has finally managed, despite all the expectations that were placed on him after the success of The Dark Knight, to move away from his own reputation to create a personal work, original, humble, sincere and deeply, meticulously, measured.Now, in this third act of the film, it all comes to life with unparalleled strength. Nolan poses and answers questions that raise others. But he focuses his attention on the great mystery of love, that emotional bond that can unite men and sometimes separate them. But Nolan is the only one that can successfully speak of love from a being to another in a film that mainly takes place in a another galaxy. From my point of view, only Solaris by Steven Soderbergh (2002), unfortunately neglected by the audience, was able to accomplish that. Interstellar is based on a premise which is the following : from terrestrial dust to the depths of space and time, we can never be separated from who we are as individuals and as a species, as we always leave a part of ourselves ""behind"" us. In other words, I could say that this is a human story, and even if we go as far as we want to, if we travel through the universe believing that we can be detached of the one we are fond of, we will only get closer to them. Because the separation, and thus the distance and time, can only ultimately reinforce the relationship between the people who really love each other. Because it is going to the end of the world, when we reach the end of ourselves, that we reach the singularity of the ""black hole beyond the horizon"" * : it is our humanity. No, I wasn't been able to find any bad flaws in the film. Not one, and I'm still looking. After all, Interstellar is like gravity, ""all it takes is a little push ! ""*you'll have to see the movie to figure that one out.Félix Tardieu, November 1st, 2014",positive
544,"chris Nolan a delivered another original story with with less special effects its more old school stuff with flight simulators done instead of geeen screens with space painted on the outside everything you see in this movie is real as your going to get so here starts the story of a farmer called cooper played by Matthew mconnaughey another Oscar performance who was a N.A.S.A pilot and his family he finds out that there is a problem with earth food sources and stumbles upon a plan to save earth and t leave earth for another world with his daughter he loves and his daughter tuned into other worldly scientific things that I wont explain you have to see this to understand the films relevance on finding a solution to the worlds problems there is a solution in here house were signs are there but I wont make sense until the end he has really turned the corner in his career what a RenascenceFirst of all, it is incredibly beautiful to watch. Honestly, it was so beautiful that I felt like I was sucked into the movie. The way Nolan decided to show some scenes really remind me of contact and parts of inception you see in this movie ca feel the talent of Christopher Nolan, just by looking at the way it is filmed. The techniques he used contribute to create that visual environment in a believable way.The sound environment is just mesmerizing. It is a very important part of the movie, because some scenes take place in space, and Noland just found the right way to use sound. The soundtrack (made by the great Hans Zimmer) is breathtaking, epic, amazing, unreal. I could find a lot more adjectives to qualify it, but you have to hear it to understand how epic they are. you think how loud this film is you think you ware a astronautMatthew, In this movie... Well, he is the movie. he orchestrates this film that everybody else feeds of his power so much that everyone around him gets better. But Matthew is just what was needed to feel the human part of the story (which is very important in Interstellar). He is capable of making us feel so many different emotions all along the story, as a father, as a human. Anne Hathaway was very convincing, all together the actors managed to create some harmony, which makes the human interactions credible. Caine, Chastaing and Affleck are a perfect choice. And then there is... The special guest who is mischievous in a minor role , is actually much more important than that. He proves, once again, that he is a great actor. Watch and see. and a sarcastic computer really a bit bizarre in space but this computer does come in handy in a important sceneAnd finally, the scenario/story. I won't spoil anything here; I'll just try to convince you how great it is. Nolan is known to revolutionize everything when he tries a new genre in cinema. Well, once again he did it. With The Dark Knight he revolutionized the superhero genre. With Interstellar he's revolutionizing the sci-fi genre in cinema. he worked with a physicist in gravitational physics and astrophysics to help him with this movie. And we can feel and see just as Spielberg did in the 80s Nolan is doing it now Today, Nolan is laying the new foundations of the genre in cinema, proving that cinema is still at the beginning of what can be done (brace yourselves my friends, we have not seen anything yet).Why? Well, simply because we only know a few things about space, some things can't be proved for the moment, so we can use theory, and make the best of it. That is exactly what Nolan did. He used theories that exist today, and made a movie about mankind, about pioneers, about humanity, about us.whole journey that they thought was fraught with danger and the unknown as they have received messages from across time and space to realize that they had the answers after all it was just his daughter love to figure out what the lead scientist life work (Michael Caine) was about My rating for this movie can only be a 10,this film does not feel like 3hrs of moving space enthralling epic masterpiece with a beating heart of love and time and bending space time from a to b to meet his family across the universe This is the sci-fi movie of the decade, and probably the best movie Nolan ever made.if you like thinking about logic you might just come way thinking that this earth can be saved if we take what Nolan was taking about and not just taking the earth for granted Do Not Go Gentle Into That Good Night... Rage, Rage Against The Dying Of The Light.""",positive
545,"To this day , many people still talk a lot about Christopher Nolan's ""Batman""-trilogy, but here is his newest work: ""Interstellar"". He gets help from Michael Caine and Anne Hathaway again and a couple more familiar faces. One year after Cuarón with Gravity, he discovers the endless widths of space as well. The difference, however is that a large part of his movie, including the first 40 minutes or so completely, plays down on Planet Earth. However, it is also about survival in space, including two people instead of one though. Or you could probably say the whole human race and not one individual fate.This is like our generation's ""Armageddon"", only that it is much better and much more edge-of-the-seat. The lead character is played by Matthew McConaughey, whose career is still on a massive high after numerous critically lauded performances and an Academy Award win. ""Interstellar"" is much more than Sci-Fi though. I personally found the film was at its best when it touched more the emotional relationships of the characters. The water planet sequence was incredibly well done. And right afterward, when Cooper (McConaughey) sees how his beloved family has aged and become parents, it is truly moving as well. I had a lump in my throat just like I did when he meets his very old daughter at the end of the movie. The inclusions with the old people telling about the past seem a bit odd at first, but make sense towards the end as we find out who is speaking there really.Then, I also had a love-hate relationship with the Matt Damon parts. I found it pretty boring to be honest initially, but when we found out about his true intentions, it quickly turns into one of the best parts of the film. Nicely done. When Caine's character mentioned him with high praise early on, I felt there could be something fishy (like with Pixar's Up) there and yes it was. The ending of the movie with Hathaway's character completely alone out there made me think maybe there will be a sequel. Saving Private... ehh I mean Dr. Brand. Who knows? The time during which the whole film plays is also interesting. Somehow, the NASA lost a lot of their reputation and the moon landing is called fake in American school books. It is some point in the future. That much we know. David Oyelowo plays a small role here as one of the teachers. He has ""Selma"" in the race for an Academy Award nomination this year.The ending of the film was not among the best scenes in my opinion, but I still liked it. The whole ghost explanation about Cooper being actually the one giving the signs was pretty exciting. The effects are brilliant of course, but that does not really need be mentioned for Nolan movies. A given. Hans Zimmer did a good soundtrack and there is also some comic relief coming from McConaughey's charm (if you like that) and some droll robot creatures. Anyway, I found the film interesting enough that I found it a bit sad they did not get to visit the third planet (with Hathaway's character's lover), only the water planet and the ice planet. I'd have loved to see that. However, maybe that could be a nice inclusion for a sequel as well. The movie never dragged despite coming pretty close to the three-hour mark. It could have run for another hour and I probably would not have been bored. There really was hardly anything wrong with it. Affleck's character did not do too much for me. He wasn't particularly well-acted and the character felt just included as a simple man who quickly gave up on his dad in order to show the contrast compared to Chastain's character: the ambitious loving smart daughter with a true connection to Cooper. John Lithgow plays a small role too and is fun to watch as always.This is one of the movies I really recommend to watch, preferably on the big screen due to its sensational visual aspects. It's also good for a rewatch I believe, also to evaluate the characters' actions, especially Caine's for example. And the story of course. I believe, after one viewing, I am still far away from having understood everything that was going on, especially the scientific aspects. That however, does not hurt the viewing experience at all thanks to the film's great acting and emotional impact. If you are interested in space, you really have to see this too. It has distant planets, wormholes, black holes, spaceships and a lot more. Let me finish this review with two little snippets: First, the actress who played Murph as a child was the same that played Renesmee in the last two Twilight movies and, secondly, that fittingly Hathaway's character was called Amelia like the aviation pioneer Amelia Earhart. That can't be coincidence, can it? Especially with her last shot.",positive
546,"The key of this movie may feel like you're watching only a Science-Fiction movie. Most of the times Sci-Fi movies are not great at telling an effective, emotional drama stories. You can't find this type of movie easily, unless you are watching a Sci-Fi movie directed by Christopher Nolan and written by Jonathan Nolan.Mixing those two genres is unique and dangerous. All the Nolan's projects are a bit dangerous and special.Not only the storyline is so great but also nearly all other technical details are great!Brilliant scores that composed by Hans Zimmer.The film editing is just beyond perfect. One of the best film editings of all time.The Cinematography by Wally Pfister is quite realistic and charming.The VFX are just stunning. Even the scientist are amazed by how great it is.Some of the people thinks this movie is based on wrong theories, so that makes it a bad movie. As you may know, all the movies are based on wrong things. You are watching a Sci-Fi movie. In being realistic, Sci-Fi movies are just one step ahead of Fantasy. Why would you look for reality in this movies? It's not a crime movie. If people would demand realistic movies, there would be a bigger Documentary sector.The main reason why people think like that is this movie is not only based on wrong theories. It's mixed. Some of the theories are proven, some of them has potential to be true, some of them are not likely true.But you can't make a movie that reflects so effective storyline with only the truth. Even ""Based on A True Story"" movies are so changed to make it more effective. You can't name any Sci-Fi movie that based on all true theories. Other Sci-Fi movies are not explaining the questions at all. And somehow when this movie tries to explain, this movie becames faulty. So better not trying to explain what's going on? In this movie there is no major flaw that you can't ignore. The main story is just so effective and perfect.",positive
547,"This movie was the best written, acted, visual effected, etc. movie. This movie was the best movie I have ever seen. I am a huge Christopher Nolan fan and this movie was his finest. Matthew McConaughey turned in his best performance of his lifetime. Anne Hathaway was an amazing supporting actress and compared to her performance in Les Miserables, I have no idea how she didn't get an Oscar for this. The visual effects were more than just Oscar worthy. They were pioneering. I have never seen anything like it. One thing I would recommend is having a little previous knowledge about space. Not like Einstein stuff though. I would recommend you see this movie as fast as you can if you are a Nolan fan or not. I give this movie a rating of 97 out of 100.",neutral
548,"Wowser! This Christopher Nolan film was presaged with such marketing hype that I went in with pretty low and cynical expectations. But I was frankly blown away with it.Just about everyone raves about Christopher Nolan's work, and you look back at his Filmography and it makes for a pretty impressive resume: from Memento via the (rather over-hyped imho) Dark Knight Batman series-reboot through to Inception, one of my favourite films of all time. For me, Interstellar is right up there with Inception for thought-provoking, visually spectacular and truly epic cinema.We start in familiar 'Day after Tomorrow"" territory, with mankind having in some way – not entirely explained – messed up the planet. As I understood it (and the film probably does require multiple watches with – see comments below – subtitles=on) the rather clever premise is that the world's food supplies are being progressively destroyed by a vindictive 'blight'. This delivers the double whammy of destroying mankind's provisions but also, by massive reproduction of the organism, progressively depleting the Earth's oxygen. For some reason – again, which I didn't get on first viewing – this is accompanied by massive dust storms. It is a morbid bet as to what is going to get the mid-West population first: starvation, lung disease or suffocation. Matthew McConnaughey plays the widowed Cooper, an ex-NASA drop out turned farmer given the opportunity by mission-leader Professor Brand (an excellent Michael Caine) to pilot a NASA mission. The goal is to punch through a mysterious wormhole in space where they suspect, through previous work, that a new home for mankind could be found.The first part of the film is set on and around Cooper's farm, setting in place one of the emotional wrenches at the heart of the film: that Cooper in volunteering for the mission and having to leave behind his elderly father (John Lithgow, again superb) and young children Murph (aged 10) and Tom (aged 15) whilst recognising that danger for him comes not just from the inherent risks involved but from the theory of relativity that could change everything, time-wise, for when he returns.Cooper is supported on the mission by a team of scientists including Brand's daughter played by a love-struck Anne Hathaway, who again shows she can act.To say any more would spoil what is a voyage of visual and mental discovery. (However, I would add that it is good to see that the character that plays my namesake Dr Mann (in a surprise cameo) is equally good looking! LOL).In terms of plus points, where do I start? The visuals are utterly stunning. Whilst reminiscent in places of Kubrick's ""stargate"" from 2001, the similarity is only passing. The film adds a majesty and scale to space that surpasses wonder. Elsewhere there are some interesting visual effects: this might have just been me of course, but after the dramatic launch there was something about the camera moves during the first scenes of weightlessness that made me feel genuinely nauseous.Equally stunning is Hans Zimmer's score which is epic and (in places) very VERY loud. The film certainly doesn't ""go quietly into the night""! When matching the noise of the score/choir to the sound effects in the launch sequence the combination is ear-bleedingly effective. This must be a strong contender for the soundtrack Oscar for 2014. One quibble, again 2001 related, is that Zimmer uses the last chord of Also Sprach Zarathustra in the score sufficiently often that one hopes Richard Strauss's estate receives some royalties! The acting is top notch: I've already mentioned Caine and Lithgow, but McConnaughey, Hathaway and Jessica Chastain are all great. A particular shout-out should go to Mackenzie Foy as the young Murph, who is magnetically charismatic and just brilliant in the role.Above all, Nolan's direction is exquisite. The film has a slow build on earth (which adds to the lengthy running time) but defines the characters and primes the plot perfectly. And some of the editing cuts – again, Cooper's farm departure/launch sequence overlay is a great example – are superb in building the mood and the tension.I've decided that I am an extremely tough reviewer and for me a 10 star film is a rarity indeed. Where I could have knocked off a star was in some of the dialogue on the soundtrack, which was pretty inaudible in places: McConnaughey in particular with his general mumbling and strong southern accent is indecipherable in places. I look forward to the DVD subtitles. And one of the character's dying words – delivering a key plot point in the film – was completely lost to me (but thankfully later restated). Whilst the expansive plot is highly ambitious, the end of the film, playing fast and loose with physics I fear, requires a gravity-defying suspension of belief (although I guess the same could equally be said of 2001: A Space Odyssey).However, the film has stayed so firmly lodged in my mind for 24 hours I will make a rare exception to my rating 'rule'. Overall, this is a top-notch Sci-Fi film. And a final word: PEOPLE THIS IS A MUST SEE ON THE BIG SCREEN! (If you enjoyed this review, please see my archive of previous reviews at bob-the-movie-man.com and sign up for future notifications. Thanks).",positive
549,"Interstellar - ReviewCertain things in life are precious. Very precious. And so was the Film for me.Why you might ask?Well seldom do i get the chance where i find myself sitting in a cinema anxious and intrigued by what might come. In a time where trailers are omnipresent and going to the movies without having seen one seems unreasonable, outright stupid to some i had the magical chance to find myself in front of the IMAX on a cold November night with 2 tickets to Interstellar. My only knowledge was that Nolan directed it and McConaughey stars in it.The images were brilliant the acting was top notch and everything was blended together by Hans Zimmer and his Music. 169 minutes flew by me with my eyes fixed on the screen and my heart racing. And there it was.. The ending. I couldn't believe it . I was reliving, rethinking the movie while the credit scenes rolled enjoying the moment, the smell of popcorn, my comfortable seat and what do i see next to me? Ninety percent of the people in the cinema rushing outside after the first second of the credit scenes....Well apparently people enjoy movies different than i do. Maybe i should start watching trailers again :).",neutral
550,"This movie is no doubt the best I've ever scene this movie gives you everything emotions,love,hype,excitement,etc..
In my opinion this is the best movie made by Christopher nolan. The ending is so good that I had to watch it twice I loved this movie so much and tbh I don't think any movie will Top this one for me .",positive
551,"A lot has been said and written about Interstellar. You can obviously take apart any movie that is out there. You'll either love this one or you won't. I kind of would have loved to have watched this on an IMAX screen, the sheer scope of the whole thing. It's just amazing, what Nolan has put on screen here. It's not only the visual experience (there is no 3D here by the way), it's the story/ride you take with it. It might be clear to some earlier than to others, where it's heading (no pun intended), but it doesn't change the fact that it's beautiful ... and terrifying at the same time.Going out and saying this will be considered a classic, might not be too far stretched, but you still can never predict those things. The deserved love the movie gets on IMDb and other places would be an indicator that this will ring true though. The acting is really good, but I can understand if some people have issues with the ending. But the movie had to end in one way or another. It's the best possible way this could go, even if it's not in our grasps just yet ...",neutral
552,"Interstellar is a movie like no other. Unlike many apocalyptic sci-fi films that feature advanced technology as the source of our destruction (ala The Terminator movies), it instead asserts that technology will save us.Not everyone in Interstellar recognizes the potential of advanced technology. Most dismiss it as a waste of time and resources, and not just old curmudgeons feel this way. Thoughtful, intelligent young characters share this sentiment. This belief gained steam following a world-wide blight that wiped out the vast majority of life on earth—crops and humans.Farming became paramount while advanced technology was deemed frivolous. Cooper (McConaughey) remains one of the few survivors who still appreciates the need for engineering. He feels like a man lost in time, until he stumbles into the headquarters of NASA (which had been operating in secret due to public disapproval). Here he meets others who realize that a return to our old ways is unsustainable and will ultimately lead to our demise. We need technology to save us. As Michael Caine, playing the brilliant (duh!) Professor Brand, eloquently tells Cooper, ""we were never meant to save the world. We were meant to leave it."" For a movie that won an Oscar for Best Visual Effects (and deservedly so) the sound stole the show. Hans Zimmer (Dark Knight Trilogy) unleashed a performance that was, quite appropriately, out of this world. Never have I seen a movie elevated so much by its score. The sound literally took my breath away. Forgive me for the next paragraph. I will gush irresponsibly about the magic that is this movie's sound. Skip it if you please. You have your warning.The music fueled every important scene. In every meaningful moment Zimmer's harmonies captivated watchers' attention in the way of a coach commanding a locker room with a pregame speech. The music elucidated those emotional scenes, particularly ones featuring Cooper and his daughter, in a way that no words or visual ques possibly could. I sat frozen, jaw agape, with tears pouring down my cheeks as the music completely overwhelmed my emotions. The sound penetrated my soul and reverberated through my body, flowing to my appendages, supplying me with life like a heartbeat pumping blood through my veins. The music was truly the life force of movie.Yes, we all witnessed a visual triumph, a daring creative wonder the likes of which we haven't encountered since Inception. Yes, nearly every actor's performance proved worthy of commendation. McConaughey is on fire. Chastain is blossoming into a star. At this point Michael Cain exudes such knowledge and wisdom by merely appearing on screen that if he were cast as Albert Einstein, people would wonder if the role were beneath him. All this considered, and the sound still towered over everything.I walked out of the theater believing that I had experienced something unique, something truly special. Interstellar inspires, it awes, and above all it entertains. I cannot ask for more than that.",neutral
553,A science-fiction masterpiece. Nolan executes a marvelous direction that slowly but efficiently puts in place a dark world creating a necessity to save humanity. Add to that great performances from Nolan and Hathaway plus a great score from Hans Zimmer. The result is on the best science-fiction movies of all time.,positive
554,"After watching this insane movie in the theatres back in 2014 I swore to god I will wait 5 years to watch it again so I get to forget it and experince the insanity it has again
This without doubt is THE BEST MOVIE EVER MADE",neutral
555,"I think just about everything has been said about this film now. But, I can still tell you what this masterpiece is to me. To me, this movie is possibly the most relevant movie ever, because it questions our own humanity relative to the Universe. Whether that's our ability to love, think, or persevere and walk into the unknown. We are explorers, and curious at heart. This untameable curiosity is not our end, but our beginning. It is what advanced this civilization and it will continue to do so. So never, never let anybody tell you that we shouldn't look towards the stars and wonder, because that's what makes us human. Without this stargazing we are merely animals, accepting our fate in the dust...",neutral
556,"Amongst the best movies of all time. The story, the acting, the script, the cinematography, the effects, the sound and the production as a whole is all absolute 10/10's.But what beats all of that is Hans Zimmers compositions. How he continues to churn out perfection to the senses is mindblowing.",neutral
557,"Sometimes I just need to see the start. Or end. Or a trailer. Or the music and theme from Hans Zimmer. Or the whole movie. Just to feel that thing, I only get from this movie. That the earth, space and time are something special, mystical. I never forget the first time I saw this movie, in an IMAX theatre in 2014. I was struck by it. Totally got me. And it stil does, 7 years later. This is the best movie ever made for me. Because of the feeling it gives me, no other movie can. So hard to get all of this emotion in only one movie. Brilliant.",neutral
